business_id,categories,latitude,review_count,city,stars
O16EckCLtNoA49hewGht_w,Tires;Automotive;Auto Repair,43.095357,3,Middleton,5
8MqyXoay37xSmlUKjYv1XA,Shopping;Drugstores;Beauty & Spas;Food;Convenience Stores;Cosmetics & Beauty Supply,43.097044,3,Middleton,4.5
KFJ1jBfFkRfyn3AoAUl3YQ,Burgers;Fast Food;Restaurants,43.0976883,5,Middleton,4
h8sRoUSjulDu9MfeUTEu6Q,Lighting Fixtures & Equipment;Electronics;Musical Instruments & Teachers;Shopping;Home Services,43.0570227,5,Madison,3.5
JfBxZQCRtPoNewr6QM8Hng,Fashion;Shopping;Shoe Stores,43.0929029,3,Middleton,3.5
G1qUGBNYNS220jKlPAlFsA,Bars;American (Traditional);Nightlife;Restaurants,43.095724,34,Middleton,4
oJUAJ6uqMbFYJjtPjanjRg,Shopping;Drugstores;Beauty & Spas;Food;Convenience Stores;Cosmetics & Beauty Supply,43.075383,5,Middleton,3
xm1RtU63jxjYsm-7dzGaZA,Women's Clothing;Men's Clothing;Fashion;Shopping,43.0570899,6,Madison,3
6oDZ78JiSKjXVLcurCpnhw,American (Traditional);Restaurants,43.0844596,16,Middleton,3
vnwpKCeTrmt3FgMrE7AM-w,Optometrists;Health & Medical,43.0749226,7,Middleton,4.5
kiAsweI4sOjDzGyz3Y_HsQ,Food;Ice Cream & Frozen Yogurt;Restaurants;Burgers,43.1062742,12,Middleton,4.5
qNBvH111qgJgLYUScbph7g,Car Wash;Automotive,43.10921833,3,Middleton,4.5
mbtGl2I2A2To-8jiggN99g,Skin Care;Hair Salons;Beauty & Spas,43.0966499,7,Middleton,2
q8fD82us6uuGufvI44NoAg,Restaurants;Italian,43.0955423,53,Middleton,4
oc0rCahXOaJeHLzzDdSfyA,Restaurants,43.096359,3,Middleton,3
Nj0vQjUYjaa7qbvZlEr2jQ,American (New);Restaurants,43.0968907,16,Middleton,2.5
ugGTR2EvJ0c_-TpMS1LSNw,Oil Change Stations;Automotive,43.0947544,4,Middleton,4
B0Vuwn6Hugc-0U5n31YBfg,Bakeries;Food;American (Traditional);Restaurants;Donuts,43.102896,15,Middleton,4
pwHZ5uUB3cWis9O-L__hdA,Women's Clothing;Fashion;Shopping;Accessories,43.09384,4,Middleton,2
wVFxEPUy0Pcjr4GI5Cbr4Q,Home Services;Real Estate;Apartments,43.1136024,3,Middleton,1.5
vknZxEFCHOMidG0OJKYekA,Shopping;Landscape Architects;Nurseries & Gardening;Home Services;Home & Garden,43.10520728,9,Middleton,2.5
Za25Zmt4pmc2WQ2eJaa1fQ,Local Services;Sewing & Alterations,43.1156067,3,Middleton,4
Wn8NhS-L1ck6jbTjX88Kkg,Food;Breweries,43.094876,36,Middleton,4
bMnr4RK5HEFvpuuxB5xRoA,Bakeries;Food,43.0961424,12,Middleton,4
uyp8kpTXKfKXvAB8HdJSAA,Auto Repair;Automotive;Auto Parts & Supplies;Car Dealers,43.11091516,10,Middleton,3.5
3zD6rxB92Mr0jb-LoYFFWw,Burgers;Restaurants,43.1876921,14,Sun Prairie,1.5
OC8AUJshLVimn_-P_INvJw,Sandwiches;Pizza;Chicken Wings;Restaurants,43.1832772,4,Sun Prairie,2.5
JGa7YehwC9UzpPQF8-pMeQ,Local Services;Shipping Centers;Printing Services;Notaries,43.1798191,3,Sun Prairie,3.5
xLmC8OBxrfPkJCC1HzeNhg,Libraries;Public Services & Government,43.175676,5,Sun Prairie,5
2pmMehsVKnwhgWPSOxrkjA,Chinese;Restaurants,43.1876509,8,Sun Prairie,4
NDAxF0_RCZBQedVO_d5WnA,Chinese;Restaurants,43.1807862,9,Sun Prairie,3
eptljN50_4BpIwc2Op_A_A,Delis;Restaurants,43.1783069,20,Sun Prairie,4
u2suyhwZNjBkGDHKQ2uJOA,"Videos & Video Game Rental;Books, Mags, Music & Video;Shopping",43.187917,3,Sun Prairie,3
Xp7OA8gz7zDgB3I54jyb4g,Restaurants,43.1822682,20,Sun Prairie,3
5uxhIGZlJm9g_zfG_83z5Q,Chinese;Restaurants,43.1753813,6,Sun Prairie,3
yV-eB-pQVeWE7W-WPC8BUg,Diners;Restaurants,43.188072,9,Sun Prairie,4.5
rwerz1huEtiGR97ijEYeBQ,Active Life;Golf,43.2241678,3,Sun Prairie,2.5
unMqU0OrlniCOKZIoQHb0A,Fast Food;Restaurants,43.186768,3,Sun Prairie,1
h_lhVizdHBJOVNAIgTB3eQ,Active Life;Gyms;Trainers;Fitness & Instruction,43.1941768,7,Sun Prairie,4.5
O9j6UX2LHdszkExzJ-v-BA,Hair Salons;Day Spas;Massage;Beauty & Spas,43.1836505,4,Sun Prairie,5
tZbKiggbDGeBpGnOYk0Syw,Department Stores;Fashion;Shopping,43.174517,3,Sun Prairie,2
MlWXHxdbIODf9GUcvUTfGQ,Restaurants,43.1867059,9,Sun Prairie,3.5
yrtaaA32fCMh6A-DcGAnrg,Arts & Entertainment;Race Tracks,43.1798042,3,Sun Prairie,3.5
RIsEPpt2jM7c_Ko_CyLwMw,Food;Ice Cream & Frozen Yogurt;Fast Food;Restaurants,43.1824889,4,Sun Prairie,4
AnNk4SGK3bKtnvrOajhpug,Auto Repair;Automotive;Towing,43.205895,3,Sun Prairie,5
Bw0_JDQnZeYf-2xTCpVEHA,Shopping;Guns & Ammo,43.195821,4,Sun Prairie,4.5
22UfD-4PEOgXTr6sev5McQ,Active Life;Party & Event Planning;Golf;Event Planning & Services;Venues & Event Spaces,43.2072666,6,Windsor,4
O_Pu4mKGOqQVlmH07Zbnhg,American (Traditional);Restaurants,43.19340482,14,Windsor,3.5
HGzdDbukK8RJEc623kLz5Q,Burgers;Fast Food;Restaurants,43.19553,6,Windsor,3.5
jpxlSFhdrtbNyxS6vB036A,Food;Cheese Shops;Specialty Food,43.196191,23,Windsor,4
YypLpwWA75Y9aWPCJwTv8g,Banks & Credit Unions;Financial Services;Mortgage Brokers;Home Services;Real Estate,43.074466,3,Madison,3.5
j1ezGpPI4vmqBLwyyLIsNA,"Music & DVDs;Books, Mags, Music & Video;Shopping",43.09341215,4,Madison,2.5
0ilWo2kWlmP_Nv-P2rcNOA,Food;Coffee & Tea,43.1035763,14,Madison,4.5
5FlmcwCLqFveKQ-GVeolig,Department Stores;Fashion;Shopping,43.1193998,8,Madison,4
oX6KamASYXnMIe5kpVhezw,Chinese;Restaurants,43.120575,20,Madison,3.5
TEmZrRoun4ws7GMAbMpQUw,Women's Clothing;Men's Clothing;Fashion;Shopping;Children's Clothing,43.1292399,4,Madison,4
pcRVuHC1RXOkLQJ_haePGQ,Shopping;Mobile Phones,43.1206625,4,Madison,3
OYZOzzipfXdWrYe1A2zeKw,Food;Coffee & Tea;Art Galleries;Shopping;Arts & Entertainment,43.1294885,6,Madison,3
NxxplxNZnrNEYXHTgv9h8g,"Videos & Video Game Rental;Books, Mags, Music & Video;Shopping",43.0786878,3,Madison,5
S4TWo9X6b3gU6uucj4JN3g,Mexican;Restaurants,43.120577,19,Madison,3.5
xZwaUcrFMSY1O9dK2dAUpA,Chinese;Restaurants,43.09447825,17,Madison,3.5
89O2bCyo92IpEEvgFXqOMw,Delis;Caterers;Sandwiches;Event Planning & Services;Restaurants,43.11731,3,Madison,3.5
qQvpS262VPEHKZvM6j5uhQ,Bars;Sports Bars;Nightlife,43.1233605,14,Madison,2.5
XWDk-pLSbVE2Vvv9Z-zusQ,Fast Food;Restaurants,43.101439,10,Madison,1.5
NP5ip6oP6O57wjnnEy0P2w,,43.1140154,3,Madison,1.5
T9l9Z3FKMSCIYvsP2g4efw,Hair Salons;Beauty & Spas,43.100181,7,Madison,5
fBSd-fl9-9LkitwrFRcBng,Arts & Crafts;Shopping;Fabric Stores,43.1247375,8,Madison,2
1hBOR97oX5Xph3J8Tdob7w,Burgers;American (Traditional);Restaurants,43.0904234,46,Middleton,2.5
ybkWtM1ZnT2ewuquj3A9KQ,Restaurants;Italian,43.12967,22,Madison,3
MHPJoUzvIT4aTKOG2elw3Q,Department Stores;Fashion;Shopping;Cosmetics & Beauty Supply;Beauty & Spas,43.1280302,5,Madison,1.5
zAsxPh3h9xMQnSDGl41kSg,Bars;Sports Bars;Nightlife,43.0931063,16,Madison,3.5
f5ntGOT9_0pCdeUaUVi9cg,Arts & Entertainment;Performing Arts,43.092724,16,Madison,4
0FdNeZAx-afgg8HV9oyqSw,Food;Ice Cream & Frozen Yogurt,43.0947001,7,Madison,3.5
YSXuWnwzfC7EN2ZMB_A2Ng,Department Stores;Fashion;Shopping;Baby Gear & Furniture;Women's Clothing;Eyewear & Opticians,43.127374,4,Madison,3.5
Wk8sSxmxDdj_n4WJJRRLwQ,Hotels & Travel;Event Planning & Services;Hotels,43.132764,3,Madison,2
7DG41ejpSiTI-qDyBYFxwQ,Local Services;Shoe Repair,43.1077661,5,Madison,4
jo-BEjs7UYovOAupDAN_yw,Pizza;Restaurants,43.129412,3,Madison,1.5
lNE3gOMb724YPlZAA8WlXQ,Burgers;Fast Food;Restaurants,43.1234137,6,Madison,2.5
cpGv6ES2hzPCtCUQgipwXw,Sandwiches;Cajun/Creole;Seafood;Restaurants,43.09843453,43,Madison,4
V5S43vHLhHxKCb06Jwa3vw,Veterinarians;Pets,43.1101326,5,Madison,5
wPidHd5FxspPRgVqdEQ-Xw,Mexican;Restaurants,43.1146494,48,Madison,2.5
90wO0kSfCg6fETC4EY3aIg,Musical Instruments & Teachers;Shopping,43.123477,3,Madison,5
Z93nRPr4suUxo63pJR9dkw,Local Services;Dry Cleaning & Laundry,43.092875,3,Madison,4.5
yYIEKwgQUHJpySOcVdCAkg,American (New);Restaurants,43.136087,8,Madison,2.5
pSiRWeCqs7a1xvS9ycLoTQ,Chinese;Restaurants,43.1065745,6,Madison,2
oepqORGAqs3etUD9wwr1uQ,Tobacco Shops;Fashion;Lingerie;Shopping;Adult,43.100308,6,Madison,2.5
QF14BFUVHRODxGNVflgm3A,Breakfast & Brunch;Restaurants,43.1294409,13,Madison,3
5TQQy_x_ArR3_5L5L0fFVQ,Hotels & Travel;Taxis;Airport Shuttles;Transportation,43.10565,25,Madison,3.5
11yg-JMNCFowyIjJarzuDQ,American (New);Restaurants,43.132307,5,Madison,4
R6ojvMJvskHGBbtednMQ1g,Hotels & Travel;Car Rental,43.0919183,5,Madison,4.5
q83uB6EGF6y2MuR-7VZPRg,Food;Ice Cream & Frozen Yogurt;Fast Food;Restaurants,43.1340507,5,Madison,2
-52nir13iFnSMdBew674HA,Hardware Stores;Nurseries & Gardening;Shopping;Appliances;Home & Garden,43.13219,10,Madison,3
bYdniNQEdYolz0onDWj0CA,Hotels & Travel;Event Planning & Services;Hotels,43.128685,6,Madison,2.5
oudTF4EN_C8thENGiTQf-w,Bars;American (New);Nightlife;Restaurants,43.1266792,9,Madison,3
ZjwZIQM4TfFO7T7ck7FtYQ,"Food;Beer, Wine & Spirits;Grocery;Delis;Restaurants",43.112943,8,Madison,3
fMubmh1kiGwtxAUZ-mc3wA,Arts & Entertainment;Performing Arts,43.121827,3,Madison,4.5
MVFeOZVt641WBvdsRmnhPg,Dive Bars;Bars;American (Traditional);Nightlife;Restaurants,43.104434,6,Madison,4
JFxTRyDQ-JhyMnDBVFzHLw,Hair Salons;Beauty & Spas,43.0917082,5,Madison,2.5
9vgu6o1CwP5NakVkb29z0g,Japanese;Restaurants,43.1280801,3,Madison,4.5
QMWdcByvCYCrs7-IQyr26w,Sporting Goods;Bikes;Shopping,43.0936783,13,Madison,4
hUS4D74YDHobcggC4-YMqw,Bars;Nightlife,43.1207377,3,Madison,4
qTzXFsBjMmOQHeRrWnJYLg,"Books, Mags, Music & Video;Shopping",43.1247324,13,Madison,4
CRKM5F4MHGHvEGgI3LXy8A,Shopping Centers;Shopping,43.1280827,6,Madison,2
MFANntSgzNkjStqgB2xtHw,Car Wash;Automotive,43.1226306,4,Madison,2
JdCFcgw4yk4M1ZRhAhBIag,American (New);Restaurants,43.130005,13,Madison,2.5
wls7FRMgIn8VlK1ji5Ms5g,Active Life;Golf,43.1113976,9,Madison,3.5
311yXufoXR2dFngMHS9MFg,Burgers;Restaurants,43.1042988,3,Madison,3
QB64-PgfEUzbrOL50bJ0Bw,Fast Food;Restaurants,43.1216992,3,Madison,1
i9JeI7bd1qXGi15FoD45GA,Hotels & Travel;Event Planning & Services;Hotels,43.132119,8,Madison,2
DPViYrvLCByFRQBl90TLsg,Local Services;Sewing & Alterations,43.1298818,9,Madison,4.5
rgyvl8tNVAony634_9vFdQ,Fast Food;Mexican;Tex-Mex;Restaurants,43.10379,4,Madison,4
sqWMSOlxpGniLqMzXmfBZQ,Active Life;Sporting Goods;Bikes;Shopping;Bike Rentals,43.117569,3,Madison,3.5
Jz-F6OLH8MO1arbHoI6Jug,Home & Garden;Shopping;Home Decor;Antiques;Furniture Stores,43.095358,3,Madison,3
v5a-Mj4eO1E--HmgwEWo7A,Seafood;American (Traditional);Restaurants,43.128034,16,Madison,3
01gRLh9-kr_ZYABrGwNxpg,Local Services;Home Cleaning;Dry Cleaning & Laundry;Home Services;Contractors,43.092592,5,Madison,4
HTplzElel_F_U_qhWuDKdg,Pubs;Bars;American (New);Nightlife;Restaurants,43.103498,53,Madison,4
O5lo-GKCG3cX8X4bh_DR_A,Breakfast & Brunch;American (New);Buffets;Restaurants,43.122528,16,Madison,3
izF6o43M1eWpivukmRQpRg,Oil Change Stations;Automotive,43.116509,4,Madison,3.5
0oQFFOdPZycIBmGkoBrlbg,Fast Food;Restaurants,43.12539924,19,Madison,4
Hh5lyZtOrS5LKk4YCgj8Kw,Hotels & Travel;Event Planning & Services;Venues & Event Spaces;Hotels,43.1276473,32,Madison,2.5
GoqN6AJD5_mZGcXHjjCxkg,Hardware Stores;Shopping;Home & Garden,43.1131238,3,Madison,2.5
QdSGdvZATzejDkSs435Rdw,Dive Bars;Burgers;Bars;Nightlife;Restaurants,43.107341,6,Madison,2.5
a933ecROIB44zhzos11YTg,Shopping;Flowers & Gifts;Nurseries & Gardening;Florists;Home & Garden,43.1184983,4,Madison,2.5
iGMkJINjPT0izqEZCFuC3A,Hair Salons;Day Spas;Beauty & Spas,43.1208396,4,Madison,4.5
k9KL0ClKt37VZ2E6eXs32Q,Arts & Crafts;Shopping;Knitting Supplies;Hobby Shops,43.1212863,6,Madison,2.5
1YEuqVtVMHdpavzoGcUUug,Breakfast & Brunch;Restaurants,43.1296507,9,Madison,2
jd7yAsF-T4OlI4ejkJYJrQ,Hotels & Travel;Event Planning & Services;Hotels,43.134632,4,Madison,3.5
MLD-FXAHLbdiHOcyeoW-Fg,Food;Grocery,43.0903644,27,Madison,3.5
bAew9nt-tw8YGjjD64gVWQ,Active Life;Recreation Centers;Shopping;Sporting Goods;Bowling,43.126909,6,Madison,3.5
7uoxZ35biPZfl8m5w2_XRA,Pizza;Restaurants,43.1005986,3,Madison,3.5
uzJ2Vefb951El2oneQI8NQ,Chinese;Restaurants,43.0923931,19,Madison,3.5
smHuQzYNOkN2CHDjLG8KBA,Local Services;Sewing & Alterations;Bridal;Shopping,43.0997313,7,Madison,4
JPFzpR5PvZWqHXQMIZFk2w,Cafes;Sandwiches;Restaurants,43.122992,25,Madison,4
fjaQ3Ixkofh8xGhklUtDnA,American (Traditional);Diners;Restaurants,43.09242,266,Madison,4
WxfedycTcbQO_GuXHo9Ypw,Food;Specialty Food;Meat Shops,43.1338307,15,Madison,4.5
FrT0OQFkUZBtfoW3V1Wpfw,Hotels & Travel;Bed & Breakfast,43.1522035,14,Madison,5
HYFwjbK7HbvzENF44ACfdA,Hotels & Travel;Event Planning & Services;Hotels,43.1370706,7,Madison,3.5
J2AiPQnKWBxBwc4MMkbH8w,Dive Bars;Bars;Nightlife,43.1234303,11,Madison,4
MQtzOBwYXrTjqkWLLKInew,Bars;Nightlife,43.0913533,4,Madison,4
YlznKuAxnd7j3QfXFzoIog,Bars;Sports Bars;Nightlife,43.0925267,9,Madison,4.5
TLjnOhDnazyPJmI8LqU5-g,,43.0945062,8,Madison,3
IoPdC59QwkWYm31xPkwcPw,Hardware Stores;Kitchen & Bath;Shopping;Home & Garden,43.127507,8,Madison,3
Ryq600aoE3h8_qRQGIed9A,Bakeries;Lebanese;Food;Mediterranean;Middle Eastern;Restaurants,43.102942,40,Madison,4
jqOPL979k-t_Vc049CnAjg,Pizza;Restaurants,43.1065701,4,Madison,4
sUxPe5A2NvEHs12UokMyBQ,Beauty & Spas;Nail Salons,43.111316,4,Madison,3
BdO3fRKops_wgmUPYyLGDw,Local Services;Dry Cleaning & Laundry,43.0939659,3,Madison,3.5
XTGb5b3LBuhWHhJS1xPnQQ,Arts & Entertainment;Nightlife;Music Venues,43.1070939,11,Madison,4.5
2fPABODueZ0RSOFln5Yl5A,Pet Services;Pet Groomers;Pet Training;Pet Stores;Pets,43.128775,6,Madison,2.5
biPufUGJXOeWLDz_hteueg,Thrift Stores;Shopping,43.127195,8,Madison,3.5
rut_67Vzg88Ge8p4flQKjQ,Hair Salons;Massage;Beauty & Spas,43.1298788,5,Madison,3.5
UV9c6A16IXXA7JmkTor8Tg,Food;Bakeries;Coffee & Tea;Internet Cafes,43.0937266,24,Madison,3.5
nE51k932dNFc-gClgPguVw,American (Traditional);Restaurants,43.0922016,3,Madison,3.5
4N7dN61pyPfcxmKgXWQPfw,Active Life;Amateur Sports Teams,43.1284967,28,Madison,4.5
Q3GGB4ZMajP-Qmtdr1cVZw,Arts & Entertainment;Botanical Gardens,43.0927289,48,Madison,4.5
xMyTUliefguc3bfetGebJg,Caterers;Pizza;Event Planning & Services;Restaurants,43.092236,7,Madison,2.5
jqo3Ljexof9sA8PhSTwEjA,Indian;Restaurants,43.1222472,34,Madison,4
68JsiWNLKs8NDCrBCxIWMA,Steakhouses;Restaurants,43.111265,19,Madison,3
PhdMPqSdLZi6IV8SdnpUAQ,Restaurants;Italian,43.126269,11,Madison,3.5
eC4iEcRR3p5NLq9Zf80ZGg,Chinese;Restaurants,43.1264618,31,Madison,3.5
uQ1YuSiDgHwVwdFVW-nLqA,Tires;Automotive,43.1182779,4,Madison,2
qt3WwxMYShshHX7UsyTK-g,Shopping;Home Services;Internet Service Providers;Mobile Phones;Professional Services;Electronics,43.1299173,4,Madison,1.5
-4PHmmCt_RmAfaE3sDKW_g,Burgers;American (New);Restaurants,43.0928896,11,Madison,3
jMXL4JB6GoSeOINOtZdFew,Hair Salons;Beauty & Spas,43.1253862,3,Madison,1.5
AyAJs-XGv2_Cn_LPH1DWyg,Hotels & Travel;Airports,43.1401969,3,Madison,4.5
JJFoeKZXgi2_LeECDMkkoQ,Bars;American (New);Nightlife;Restaurants,43.09287091,21,Madison,4
LkFYWBEdmHE05UkfIkK4EA,Beauty & Spas;Gyms;Tanning;Trainers;Fitness & Instruction;Active Life,43.0944209,7,Madison,4.5
KHOHjA8HOcTlFBCtMQFv8A,Dive Bars;Bars;American (Traditional);Nightlife;Restaurants,43.0931332,36,Madison,4
5tW2BXvINlk5MmiKelcByQ,"Music & DVDs;Books, Mags, Music & Video;Vinyl Records;Shopping",43.1067119,4,Madison,3.5
ykxf0XiJt-d76dBwfO_yew,Bars;Restaurants;American (Traditional);Sports Bars;Nightlife,43.1314601,10,Madison,3
3m64jZztOV8UnKf0RBGUQA,Hotels & Travel;Car Rental,43.1267381,4,Madison,3
pSYCSXgabSKKJrIEJG-FLQ,Bars;Nightlife,43.0962483,11,Madison,4.5
Yn89vJYXcdprx9U_w1qmMw,Tires;Automotive;Auto Repair;Oil Change Stations,43.1280077,8,Madison,3
vP7-03_-_NoNfwfeYADDPA,Optometrists;Health & Medical;Laser Eye Surgery/Lasik,43.1101326,5,Madison,5
HLWtNcf3l-wKb6v9duteMQ,Barbeque;Restaurants,43.123698,112,Madison,4
XIZ259hZ6Yww3C0o97MgUQ,Pizza;Restaurants,43.127149,8,Madison,3
XlXdO2zgB5DsJygapc2Ksw,Pet Groomers;Pet Services;Pet Training;Pet Stores;Pets,43.1071764,7,Madison,4
pFdDhXs8-a07NwX4L506BQ,"Videos & Video Game Rental;Books, Mags, Music & Video;Shopping",43.093846,6,Madison,4.5
Pa_brCvUaiUPPvm3tJQwgw,Greek;Restaurants,43.1146547,3,Madison,3.5
j515klfbCAEF3KPiKvHz9g,Diners;Restaurants,43.140174,36,Madison,4.5
bYEwuO-Z14enA88RKyMHbw,Optometrists;Health & Medical,43.1007137,3,Madison,4.5
jm3K37BEkL8-a_aytbCXvA,Accountants;Professional Services,43.1205068,14,Madison,5
S2x-rEziU3ONR9zO_vpPxA,Soup;Sandwiches;Salad;Restaurants,43.131078,11,Madison,3.5
yCbzzYKkPe1kfeMDdGq03Q,Hotels & Travel;Car Rental,43.1364687,5,Madison,4.5
Pn4xv1BGBmtpVBmUcIsrpQ,Museums;Arts & Entertainment,43.0710426,4,Madison,4.5
tgGaaLuFPbeiwPZcAKFxGA,Local Services;Automotive;Truck Rental;Self Storage,43.086441,3,Madison,1
MONajnUQ5-IRtv8PSPn_yA,Breakfast & Brunch;Cafes;Restaurants,43.084991,13,Madison,4
UWyW-lyljb_SrCnSEuugUQ,Auto Repair;Automotive,43.0960668,3,Madison,5
gzZsvqloSosWREQMHCm75Q,Wedding Planning;Event Planning & Services;Party & Event Planning;Caterers,43.0862454,3,Madison,4
